Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
      164,20061212,  10,   5.9,   90.00,   8.2,    5.6, 1010.80,   4.8,    2.4,    3.7,    7.4,  10.2,   6,   1.4,    2.300,   0,eor
      164,20061213,  10,   7.3,   86.00,   8.6,    6.9, 1012.40,   6.4,    3.1,    4.1,    9.4,  15.7,   6,    .5,    1.200,   0,eor
      164,20061214,  10,   7.9,   79.00,   9.4,    9.6, 1014.40,   6.8,    8.3,    9.1,   10.1,  15.3,   0,    .0,     .000,   0,eor
      164,20061215,  10,   6.4,   81.00,   7.9,    6.5, 1015.80,   4.0,   -1.5,    2.4,    9.7,  11.4,   0,    .0,    4.200,   0,eor
      164,20061216,  10,   5.2,   75.00,   7.2,    6.3, 1009.60,   5.8,    2.2,    3.8,    9.7,  14.8,   6,   1.0,    2.200,   0,eor
      164,20061217,  10,   6.2,   89.00,   7.4,    4.4, 1014.00,   4.5,    1.5,    3.4,    5.2,  10.6,   6,    .3,     .000,   0,eor
      164,20061218,  10,   6.5,   88.00,   6.8,    3.3, 1019.00,   3.8,     .0,    1.6,    4.4,   9.4,   6,    .0,     .200,   0,eor
      164,20061219,  10,   6.4,   90.00,   7.0,    3.4, 1024.20,   4.0,    -.5,    1.0,    6.1,   8.0,   6,    .1,    1.400,   0,eor
      164,20061220,  10,   7.8,   93.00,   8.2,    5.2, 1024.00,   4.6,     .8,    3.9,    6.7,  10.7,   6,    .1,     .000,   0,eor
      164,20061221,  10,   7.7,   93.00,   8.1,    4.9, 1031.90,   2.2,     .8,    2.2,    6.8,   7.0,   6,    .0,     .000,   0,eor
      164,20061222,  10,   8.0,   85.00,   7.6,    5.3, 1033.70,   3.7,    4.2,    4.4,    6.0,   8.7,   6,    .0,     .000,   0,eor
      164,20061223,  10,   8.0,   92.00,   7.9,    4.8, 1034.40,   3.7,    4.3,    4.4,    6.1,   7.2,   6,    .0,     .200,   0,eor
      164,20061224,  10,   8.0,   96.00,   8.2,    4.6, 1029.30,   3.7,    3.5,    3.3,    6.1,   9.9,   6,    .0,     .000,   0,eor
      164,20061225,  10,   6.0,   92.00,   8.0,    4.9, 1030.00,   1.7,   -1.6,    1.5,    7.1,   6.4,   0,    .0,    5.600,   0,eor
      164,20061226,  10,   7.9,   98.00,   6.7,    1.5, 1029.50,   2.3,     .8,     .7,    2.6,   7.3,   6,    .0,     .000,   0,eor
      164,20061227,  10,   8.0,   97.00,   6.0,     .2, 1023.40,   3.1,    -.3,    -.6,     .8,   7.1,   8,    .0,     .000,   0,eor
      164,20061228,  10,   8.0,   96.00,   5.7,    -.4, 1016.10,   3.7,   -1.1,   -1.3,     .6,  10.2,   8,    .2,     .000,   0,eor
      164,20061229,  10,   7.4,   99.00,   6.8,    1.7, 1020.10,   3.0,   -2.3,    -.1,    3.1,   8.3,   0,    .0,     .000,   0,eor
      164,20061230,  10,   7.0,   86.00,   6.6,    3.2, 1013.60,   5.2,   -1.2,    -.2,    6.3,  13.3,   6,   4.2,    1.100,   0,eor
      164,20061231,  10,   6.4,   80.00,   8.6,    7.9, 1008.40,   9.2,    5.3,    6.2,    9.2,  23.8,   6,   2.2,    2.000,   0,eor
      164,20070101,  10,   6.1,   78.00,   8.2,    7.7,  998.70,   9.0,    4.4,    5.6,    9.7,  20.1,   6,    .0,    1.000,   0,eor
      164,20070102,  10,   6.9,   82.00,   7.1,    5.0, 1003.80,   7.3,    2.7,    3.9,    6.2,  16.5,   6,    .8,     .000,   0,eor
      164,20070103,  10,   7.0,   85.00,   7.5,    5.2, 1012.30,   6.2,    2.8,    4.0,    6.1,  13.2,   6,    .4,     .800,   0,eor
      164,20070104,  10,   7.7,   86.00,   8.5,    6.7,  998.00,   6.7,    4.5,    5.0,    8.3,  17.0,   6,   1.3,     .000,   0,eor
      164,20070105,  10,   7.7,   85.00,   8.6,    7.0, 1002.40,   7.6,    5.4,    6.2,    8.2,  16.8,   6,    .1,     .600,   0,eor
      164,20070106,  10,   7.9,   91.00,   9.6,    7.7, 1007.00,   3.7,    4.1,    5.5,    9.1,  11.8,   6,   5.3,     .000,   0,eor
      164,20070107,  10,   6.6,   93.00,   8.0,    4.7, 1006.10,   3.7,    1.3,    2.9,    6.5,   9.0,   6,    .0,    2.500,   0,eor
      164,20070108,  10,   7.5,   86.00,   8.5,    6.7,  999.50,   5.2,    2.9,    4.2,    8.9,  12.2,   6,   1.3,     .200,   0,eor
      164,20070109,  10,   7.5,   81.00,  10.1,   10.4, 1000.00,   6.0,    4.3,    5.4,   13.6,  17.9,   6,   1.5,     .000,   0,eor
      164,20070110,  10,   7.0,   68.00,   9.5,   11.9, 1003.10,   7.4,    6.2,    7.4,   13.0,  20.9,   6,   1.2,     .900,   0,eor
      164,20070111,  10,   7.5,   78.00,   7.4,    6.1,  997.70,   9.9,    3.0,    3.5,    8.1,  19.9,   6,   7.0,     .000,   0,eor
      164,20070112,  10,   6.6,   76.00,   7.8,    7.4, 1000.70,  10.3,    5.1,    5.9,    9.6,  25.3,   6,    .4,    2.300,   0,eor
      164,20070113,  10,   6.0,   75.00,   9.3,   10.1, 1005.10,   8.8,    4.8,    6.6,   11.9,  23.6,   6,   2.3,    1.700,   0,eor
      164,20070114,  10,   4.7,   69.00,   7.5,    7.9, 1009.90,  10.2,    3.0,    4.1,   10.8,  28.6,   6,    .3,    3.800,   0,eor
      164,20070115,  10,   3.6,   83.00,   6.8,    4.2, 1017.50,   5.3,    -.3,    1.6,    6.8,  12.5,   0,    .0,    4.700,   0,eor
      164,20070116,  10,   6.0,   88.00,   7.1,    3.7, 1011.30,   4.7,   -1.3,    -.1,    7.1,  13.2,   6,   1.2,    1.600,   0,eor
      164,20070117,  10,   6.7,   89.00,   8.9,    7.1, 1005.00,   5.5,    3.2,    4.1,    9.9,  16.1,   6,   1.4,     .200,   0,eor
      164,20070118,  10,   7.6,   84.00,   9.3,    8.3,  982.00,   8.7,    5.1,    5.8,   12.3,  29.8,   6,  19.7,     .000,   0,eor
      164,20070119,  10,   5.7,   80.00,   7.6,    6.1,  993.00,  10.1,    3.6,    4.7,    7.4,  26.9,   6,   4.8,    1.300,   0,eor
      164,20070120,  10,   6.3,   85.00,   9.0,    7.8,  999.90,   6.9,    3.3,    4.7,   12.6,  22.3,   6,   4.8,     .600,   0,eor
      164,20070121,  10,   4.0,   76.00,   6.9,    5.5,  995.60,   9.7,    3.6,    4.6,    7.3,  22.8,   6,   1.0,    2.600,   0,eor
      164,20070122,  10,   5.8,   81.00,   5.8,    2.2, 1004.10,   7.7,   -3.9,   -2.8,    5.0,  16.2,   8,    .9,     .200,   0,eor
      164,20070123,  10,   2.7,   79.00,   3.7,   -3.7, 1009.90,   2.3,   -8.1,   -6.4,    -.7,   6.9,   0,    .0,    6.500,   0,eor
      164,20070124,  10,   5.7,   79.00,   3.7,   -3.6, 1000.60,   4.3,   -8.1,   -6.8,    -.5,  11.5,   7,    .6,    1.800,   0,eor
      164,20070125,  10,   4.4,   88.00,   4.3,   -3.4, 1011.90,   4.3,  -18.8,   -8.8,    -.2,  13.4,   7,    .8,    2.700,   2,eor
      164,20070126,  10,   5.6,   89.00,   4.0,   -4.5, 1005.20,   6.6,  -17.7,  -10.5,    1.7,  17.8,   8,    .8,     .400,   4,eor
      164,20070127,  10,   4.3,   81.00,   4.8,    -.5, 1006.40,   7.2,   -5.0,   -3.3,    1.8,  16.2,   7,   2.1,    5.000,   6,eor
      164,20070128,  10,   7.8,   92.00,   6.7,    2.4, 1002.50,   8.8,   -3.9,   -2.4,    5.3,  19.9,   6,   4.6,     .000,   8,eor
      164,20070129,  10,   6.8,   79.00,   5.8,    2.5, 1005.00,   7.0,   -3.3,   -1.0,    5.1,  24.8,   8,    .5,    4.700,   0,eor
      164,20070130,  10,   7.9,   92.00,   7.9,    4.6, 1008.70,   6.6,     .8,    1.2,    6.5,  12.4,   6,   1.1,     .100,   0,eor
      164,20070131,  10,   7.8,   79.00,   7.2,    5.6, 1003.50,   9.4,    3.9,    4.6,    7.2,  21.8,   6,   1.8,     .000,   0,eor
      164,20070201,  10,   5.2,   83.00,   6.9,    4.4, 1013.50,   6.0,   -1.2,    1.6,    6.3,  19.8,   6,    .0,    1.500,   0,eor
      164,20070202,  10,   7.5,   93.00,   8.7,    5.9, 1016.30,   4.8,    3.0,    3.7,    7.6,  18.2,   6,   3.5,     .000,   0,eor
      164,20070203,  10,   2.8,   78.00,   6.9,    5.4, 1018.00,   8.1,    -.1,    2.2,    7.9,  16.4,   0,    .0,    7.800,   0,eor
      164,20070204,  10,   6.9,   87.00,   7.6,    5.1, 1018.90,   5.1,    1.7,    2.5,    6.8,  13.1,   6,    .0,     .200,   0,eor
      164,20070205,  10,   6.8,   92.00,   6.4,    1.8, 1002.70,   5.2,    -.3,     .5,    2.9,  11.0,   8,   1.0,     .000,   0,eor
      164,20070206,  10,   7.2,   88.00,   5.9,    1.3,  996.60,   4.0,   -2.1,    -.2,    2.4,   9.8,   8,    .0,     .000,   0,eor
      164,20070207,  10,   4.3,   92.00,   5.5,    -.3,  996.10,   2.3,   -3.6,   -2.6,    3.6,   5.8,   7,   1.2,    3.800,   0,eor
      164,20070208,  10,   8.0,   96.00,   5.5,    -.9,  992.20,   4.9,   -1.8,   -1.5,    -.4,   9.6,   7,   2.3,     .000,   3,eor
      164,20070209,  10,   8.0,   96.00,   5.1,   -1.8,  997.10,   4.3,   -3.6,   -3.4,   -1.1,   8.8,   7,   1.8,     .000,   7,eor
      164,20070210,  10,   5.4,   86.00,   3.7,   -4.8, 1006.90,   5.7,  -10.1,   -8.2,   -3.1,  12.4,   7,    .0,     .100,   9,eor
      164,20070211,  10,   7.3,   90.00,   3.8,   -5.3, 1001.50,   5.7,   -9.9,   -8.7,   -1.6,  12.1,   8,   3.2,     .000,   7,eor
      164,20070212,  10,   8.0,  100.00,   6.9,    1.6,  990.60,   3.1,   -1.7,   -1.7,    4.2,   9.4,   6,   3.2,     .000,   8,eor
      164,20070213,  10,   7.8,   96.00,   8.2,    4.7,  991.10,   3.4,     .1,    2.3,    8.4,  10.6,   6,    .3,     .700,   0,eor
      164,20070214,  10,   7.8,   93.00,   7.6,    4.0, 1001.80,   3.5,    2.0,    2.9,    6.2,  10.1,   6,   7.3,     .000,   0,eor
      164,20070215,  10,   8.0,   94.00,   7.3,    3.3, 1009.20,   4.7,    2.7,    2.9,    4.2,  11.3,   6,   6.9,     .000,   0,eor
      164,20070216,  10,   8.0,   89.00,   6.7,    2.9, 1022.60,   3.5,    1.2,    2.1,    4.3,  11.3,   0,    .0,     .000,   0,eor
      164,20070217,  10,   6.3,   68.00,   5.1,    3.2, 1017.90,   6.5,    -.7,     .2,    7.1,  14.2,   0,    .0,    6.300,   0,eor
      164,20070218,  10,   3.4,   74.00,   5.7,    3.3, 1007.00,   3.6,   -3.7,   -1.6,    9.5,  11.9,   6,    .0,    8.300,   0,eor
      164,20070219,  10,   7.0,   84.00,   6.4,    3.0, 1007.10,   2.6,   -5.5,   -1.8,    6.1,   6.3,   0,    .0,     .000,   0,eor
      164,20070220,  10,   7.7,   81.00,   5.7,    2.2, 1006.70,   1.1,   -5.6,   -2.1,    6.8,   4.7,   0,    .0,    1.200,   0,eor
      164,20070221,  10,   7.8,   82.00,   5.9,    2.4, 1008.20,   5.3,    -.8,    -.1,    5.0,  13.7,   8,   9.9,     .000,   0,eor
      164,20070222,  10,   8.0,   97.00,   6.2,     .5, 1005.60,   3.2,   -2.9,   -3.3,    3.8,   9.1,   6,   1.7,     .000,   0,eor
      164,20070223,  10,   8.0,   87.00,   3.9,   -4.2, 1011.40,   6.4,   -4.6,   -5.0,   -3.2,  13.9,   7,    .0,     .000,   0,eor
      164,20070224,  10,   5.3,   77.00,   4.2,   -1.6, 1003.40,   6.8,   -4.8,   -4.4,    1.5,  13.1,   6,    .0,    6.500,   0,eor
      164,20070225,  10,   7.6,   86.00,   7.3,    4.6,  994.50,   4.8,    -.1,     .6,    8.5,  11.1,   6,   1.0,    2.200,   0,eor
      164,20070226,  10,   6.8,   91.00,   7.8,    4.6,  993.00,   4.8,    -.2,    1.3,    6.9,  15.1,   8,   3.8,     .000,   0,eor
      164,20070227,  10,   7.3,   84.00,   6.3,    3.1,  998.70,   6.7,    -.7,     .4,    6.2,  17.3,   8,   3.7,    3.600,   0,eor
      164,20070228,  10,   7.7,   91.00,   8.5,    5.9,  987.70,   4.8,     .0,     .6,   11.0,  16.9,   6,   5.7,     .300,   0,eor
      164,20070301,  10,   6.5,   88.00,   8.6,    6.7,  982.80,   5.3,    3.4,    4.7,    8.8,  14.2,   6,   5.6,     .900,   0,eor
      164,20070302,  10,   7.3,   88.00,   7.7,    5.1,  989.50,   5.7,    1.8,    3.0,    7.2,  14.3,   6,   3.3,     .200,   0,eor
      164,20070303,  10,   7.5,   87.00,   7.3,    4.3,  997.50,  -999,    1.7,    2.6,    6.1,   7.7,   6,    .0,     .900,   0,eor
      164,20070304,  10,   4.5,   85.00,   7.0,    4.4, 1013.00,-999,   -1.5,    1.3,    9.1,   6.0,   6,    .0,    5.100,   0,eor
      164,20070305,  10,   5.3,   80.00,   6.9,    5.0, 1011.00,   4.2,   -1.5,     .3,    8.0,  13.7,   6,    .1,     .800,   0,eor
      164,20070306,  10,   6.7,   75.00,   7.4,    6.9, 1007.90,   4.4,     .5,    2.4,   13.0,  10.8,   6,    .0,    2.600,   0,eor
      164,20070307,  10,   6.5,   77.00,   9.0,    9.3,  998.90,   2.8,    2.7,    5.7,   13.5,   7.4,   6,    .1,    2.900,   0,eor
      164,20070308,  10,   5.8,   83.00,   8.3,    7.0, 1009.00,   4.2,     .2,    4.4,    9.6,  11.2,   6,    .0,    2.400,   0,eor
      164,20070309,  10,   5.1,   78.00,   8.0,    7.5, 1017.20,   3.2,   -1.2,    1.8,   12.2,  10.2,   6,   2.2,    7.300,   0,eor
      164,20070310,  10,   5.6,   77.00,   7.5,    6.6, 1023.60,   4.8,    3.2,    4.4,    9.7,  11.2,   0,    .0,    5.000,   0,eor
      164,20070311,  10,   5.0,   74.00,   8.5,    9.0, 1024.00,   4.8,     .8,    5.7,   14.0,  11.1,   0,    .0,    5.300,   0,eor
      164,20070312,  10,   1.3,   73.00,   8.4,    9.5, 1022.30,   1.7,   -2.3,    2.0,   17.2,   5.9,   0,    .0,   10.500,   0,eor
      164,20070313,  10,   4.0,   72.00,   9.2,   10.8, 1019.00,   2.7,    1.5,    4.6,   17.8,   8.2,   0,    .0,    9.600,   0,eor
      164,20070314,  10,   2.9,   80.00,   7.8,    6.8, 1024.40,   3.8,     .7,    2.7,   11.7,   9.9,   0,    .0,    8.300,   0,eor
      164,20070315,  10,   3.0,   74.00,   7.2,    7.1, 1021.10,   3.9,     .6,    2.0,   12.8,   9.6,   0,    .0,    7.700,   0,eor
      164,20070316,  10,   4.2,   81.00,   8.1,    6.9, 1014.10,   4.4,   -1.3,    1.8,   11.0,  14.7,   6,   1.8,    2.900,   0,eor
      164,20070317,  10,   5.8,   72.00,   7.2,    7.1, 1002.30,   8.6,    3.7,    4.0,   10.5,  18.9,   6,   2.4,    4.100,   0,eor
      164,20070318,  10,   6.3,   84.00,   8.3,    6.7,  986.90,   7.9,     .8,    2.0,    9.8,  23.2,   8,   4.0,     .000,   0,eor
      164,20070319,  10,   3.5,   73.00,   5.6,    3.4,  983.60,   5.7,   -1.7,    1.1,    7.5,  16.8,   8,    .0,    3.700,   0,eor
      164,20070320,  10,   6.4,   88.00,   6.0,    1.4,  990.50,   2.7,   -4.1,   -2.0,    5.4,   8.0,   8,   2.0,     .000,   0,eor
      164,20070321,  10,   8.0,   95.00,   6.8,    2.2,  992.70,   4.9,     .7,    1.0,    3.8,  13.4,   8,  10.2,     .000,   0,eor
      164,20070322,  10,   8.0,   98.00,   7.4,    2.9,  995.70,   3.7,    1.2,    1.3,    4.7,  11.3,   6,  17.8,     .000,   0,eor
      164,20070323,  10,   6.0,   85.00,   7.7,    5.6, 1006.00,   6.3,   -2.0,     .0,   11.0,  13.6,   6,   3.4,    5.300,   0,eor
      164,20070324,  10,   3.8,   60.00,   7.2,   10.1, 1009.40,   8.8,    3.8,    5.9,   14.8,  17.0,   0,    .0,    9.700,   0,eor
      164,20070325,  10,    .1,   61.00,   6.8,    9.1, 1020.30,   5.0,    -.8,    2.5,   15.4,  12.5,   0,    .0,   11.200,   0,eor
      164,20070326,  10,    .3,   61.00,   6.4,    8.4, 1022.40,   4.6,   -1.1,    2.2,   14.7,  13.4,   0,    .0,   11.100,   0,eor
      164,20070327,  10,    .0,   60.00,   6.3,    8.5, 1019.90,   3.3,   -2.8,     .5,   16.0,  10.5,   0,    .0,   11.300,   0,eor
      164,20070328,  10,    .3,   63.00,   6.8,    8.9, 1014.80,   4.1,   -2.0,    1.3,   15.9,  13.2,   0,    .0,   10.800,   0,eor
      164,20070329,  10,   1.8,   59.00,   6.9,    9.9, 1011.00,   4.3,    -.1,    3.6,   16.3,  12.2,   0,    .0,    9.800,   0,eor
      164,20070330,  10,   1.4,   70.00,   7.1,    7.6, 1009.70,   2.6,   -1.9,     .6,   14.3,  13.3,   6,    .0,    8.100,   0,eor
      164,20070331,  10,    .5,   61.00,   6.5,    8.8, 1016.40,   3.7,   -1.5,    1.4,   16.4,  10.6,   0,    .0,   10.800,   0,eor
      164,20070401,  10,    .5,   61.00,   6.8,    9.0, 1024.70,   3.3,   -1.7,    2.0,   17.0,  11.7,   0,    .0,   10.500,   0,eor
      164,20070402,  10,    .2,   69.00,   7.2,    8.7, 1021.20,   1.3,   -1.6,    1.3,   17.0,   4.3,   0,    .0,   10.500,   0,eor
      164,20070403,  10,   5.0,   82.00,   7.0,    4.6, 1008.50,   4.4,   -1.0,    1.7,    8.4,  11.4,   6,    .3,    1.700,   0,eor
      164,20070404,  10,   1.5,   65.00,   5.1,    4.1, 1013.60,   2.8,   -5.0,   -2.1,    9.5,   9.6,   0,    .0,   10.800,   0,eor
      164,20070405,  10,   3.0,   67.00,   7.5,    8.7, 1006.80,   7.7,    2.2,    3.0,   15.0,  15.7,   0,    .0,    8.100,   0,eor
      164,20070406,  10,   5.8,   65.00,   7.4,    9.1, 1010.80,   6.5,    4.0,    5.7,   13.0,  14.6,   6,    .0,    4.900,   0,eor
      164,20070407,  10,   2.1,   63.00,   6.1,    7.0, 1013.80,   5.8,    1.8,    2.9,   12.1,  13.5,   6,    .0,    9.300,   0,eor
      164,20070408,  10,   7.1,   70.00,   7.6,    8.1, 1012.50,   6.1,    2.9,    4.5,   11.0,  14.2,   6,    .0,     .800,   0,eor
      164,20070409,  10,   7.8,   70.00,   8.8,   10.4, 1005.00,   7.4,    8.4,    9.2,   13.3,  15.8,   6,    .4,     .800,   0,eor
      164,20070410,  10,   6.2,   74.00,   9.2,   10.4, 1008.40,   5.6,    2.7,    6.7,   16.3,  16.3,   6,    .0,    1.800,   0,eor
      164,20070411,  10,   3.3,   67.00,   9.5,   12.3, 1014.80,   5.4,    3.8,    6.5,   18.1,  11.9,   0,    .0,    8.800,   0,eor
      164,20070412,  10,    .0,   73.00,   9.6,   11.5, 1019.20,   2.1,    1.9,    5.1,   18.2,   5.7,   0,    .0,   12.700,   0,eor
      164,20070413,  10,   3.8,   66.00,   8.9,   12.2, 1019.70,   2.0,     .9,    3.4,   21.0,   6.7,   0,    .0,   12.800,   0,eor
      164,20070414,  10,    .4,   59.00,   8.1,   13.4, 1020.70,   2.1,     .3,    4.0,   22.7,   6.7,   0,    .0,   13.000,   0,eor
      164,20070415,  10,   2.3,   60.00,   8.9,   13.5, 1021.30,   2.2,    1.3,    5.5,   21.0,   8.0,   0,    .0,   12.500,   0,eor
      164,20070416,  10,   2.6,   48.00,   8.5,   16.2, 1016.50,   3.0,    2.2,    7.1,   23.8,   8.3,   0,    .0,   12.600,   0,eor
      164,20070417,  10,   6.4,   56.00,   8.6,   13.2, 1009.30,   3.3,    4.8,    7.6,   18.9,  10.5,   6,    .0,    8.200,   0,eor
      164,20070418,  10,   3.8,   60.00,   6.4,    8.3, 1010.60,   6.5,     .6,    5.2,   13.2,  14.9,   0,    .0,    7.100,   0,eor
      164,20070419,  10,   4.5,   60.00,   6.9,    9.6, 1007.40,   7.0,    -.1,    1.7,   16.7,  19.5,   6,    .4,    8.600,   0,eor
      164,20070420,  10,   5.5,   52.00,   5.0,    6.4, 1010.80,   8.2,    1.2,    3.2,   10.1,  17.1,   0,    .0,    3.900,   0,eor
      164,20070421,  10,   2.5,   60.00,   5.3,    6.0, 1016.90,   2.8,   -3.3,     .4,   12.0,   8.6,   0,    .0,   10.700,   0,eor
      164,20070422,  10,   5.2,   55.00,   5.5,    8.6, 1018.80,   2.3,   -4.7,   -1.1,   16.0,   8.2,   0,    .0,   12.900,   0,eor
      164,20070423,  10,   5.3,   43.00,   7.0,   14.6, 1012.60,   2.9,     .3,    4.8,   23.1,  12.3,   0,    .0,   10.500,   0,eor
      164,20070424,  10,   3.0,   66.00,  11.1,   15.2, 1012.70,   1.5,    4.7,    8.1,   21.8,   6.8,   0,    .0,   10.000,   0,eor
      164,20070425,  10,   3.8,   67.00,  10.7,   14.7, 1014.50,   2.4,    3.6,    6.2,   23.5,   7.5,   0,    .0,   12.200,   0,eor
      164,20070426,  10,    .7,   56.00,   9.4,   15.9, 1015.60,   2.2,    2.5,    6.4,   23.7,   8.3,   0,    .0,   13.400,   0,eor
      164,20070427,  10,    .3,   57.00,  10.1,   17.1, 1015.80,   1.6,    3.9,    7.3,   25.8,   6.2,   0,    .0,   13.100,   0,eor
      164,20070428,  10,   1.7,   61.00,   9.9,   15.0, 1014.60,   3.3,    4.5,    7.5,   23.7,  14.2,   0,    .0,   13.400,   0,eor
      164,20070429,  10,    .8,   54.00,   5.5,    7.5, 1017.40,   4.2,    -.8,    1.8,   13.7,  10.9,   0,    .0,   13.100,   0,eor
      164,20070430,  10,   3.9,   59.00,   6.2,    8.0, 1013.50,   3.6,   -2.1,     .2,   17.2,  11.2,   0,    .0,   11.100,   0,eor
      164,20070501,  10,   3.8,   52.00,   5.2,    8.1, 1014.00,   1.7,   -4.3,   -1.3,   15.0,   7.5,   0,    .0,   10.800,   0,eor
      164,20070502,  10,   4.2,   50.00,   7.1,   13.0, 1010.00,   2.2,    2.0,    6.4,   20.3,   7.5,   0,    .0,    7.000,   0,eor
      164,20070503,  10,   3.5,   66.00,   7.7,   10.8, 1009.60,   2.4,     .3,    3.4,   19.1,   9.0,   0,    .0,   12.300,   0,eor
      164,20070504,  10,    .2,   54.00,   6.6,   11.9, 1007.20,   2.1,   -1.9,    1.1,   21.0,   7.5,   0,    .0,   14.100,   0,eor
      164,20070505,  10,    .9,   51.00,   7.4,   14.1, 1007.20,   2.8,     .2,    3.6,   23.2,   9.7,   0,    .0,   14.200,   0,eor
      164,20070506,  10,   1.8,   51.00,   8.3,   15.9, 1007.20,   1.6,    2.9,    6.2,   23.4,   7.0,   6,    .1,   12.600,   0,eor
      164,20070507,  10,   8.0,   81.00,  11.4,   12.1, 1000.40,   2.9,   10.2,   10.4,   14.4,  10.0,   6,   5.1,     .000,   0,eor
      164,20070508,  10,   6.5,   81.00,  10.7,   11.2,  997.20,   5.7,    8.1,    8.8,   15.4,  18.4,   6,   1.8,    6.600,   0,eor
      164,20070509,  10,   6.3,   69.00,   9.2,   11.5, 1000.20,   7.2,    5.3,    8.4,   16.1,  18.4,   6,   2.2,    6.000,   0,eor
      164,20070510,  10,   7.8,   84.00,  11.9,   12.1,  999.40,   4.5,    4.7,    7.2,   16.3,  14.8,   6,   8.3,     .700,   0,eor
      164,20070511,  10,   7.1,   87.00,  12.6,   12.4,  993.60,   6.0,    7.8,    8.7,   16.1,  25.0,   6,  10.0,    1.600,   0,eor
      164,20070512,  10,   5.9,   85.00,  11.2,   11.0, 1000.80,   3.6,    3.8,    6.2,   14.9,  10.3,   6,   4.1,    3.200,   0,eor
      164,20070513,  10,   5.1,   70.00,  12.1,   15.7, 1003.90,  -999,    8.0,    9.0,   21.3,   9.7,   6,   1.7,    8.900,   0,eor
      164,20070514,  10,   6.3,   68.00,  13.4,   18.0,  999.70,   3.9,   11.9,   12.5,   23.5,  14.4,   6,   7.9,    8.700,   0,eor
      164,20070515,  10,   7.3,   86.00,  11.4,   11.1, 1004.10,   3.2,    4.0,    6.3,   13.1,   9.9,   6,   5.6,     .600,   0,eor
      164,20070516,  10,   5.2,   67.00,   8.9,   12.2, 1003.80,   3.6,    2.8,    5.5,   17.6,  15.2,   6,   5.9,    9.900,   0,eor
      164,20070517,  10,   7.5,   76.00,   9.1,    9.9, 1000.20,   4.9,    7.3,    7.4,   13.5,  12.1,   6,   1.7,    1.300,   0,eor
      164,20070518,  10,   2.8,   65.00,   8.8,   12.1, 1009.20,   3.6,    6.3,    7.8,   17.4,   9.0,   0,    .0,   12.000,   0,eor
      164,20070519,  10,   2.1,   66.00,  12.3,   16.3, 1007.40,   3.4,    6.3,    7.9,   24.0,  12.0,   0,    .0,   10.500,   0,eor
      164,20070520,  10,   5.2,   74.00,  15.8,   19.2, 1010.60,   1.8,   11.9,   13.2,   26.1,   6.7,   0,    .0,   11.100,   0,eor
      164,20070521,  10,   1.3,   65.00,  16.7,   22.1, 1008.50,   3.0,   11.1,   13.0,   28.5,   9.0,   0,    .0,   14.300,   0,eor
      164,20070522,  10,   1.8,   74.00,  18.5,   21.1, 1009.10,   2.6,   12.0,   13.6,   26.7,   8.8,   6,    .0,   10.300,   0,eor
      164,20070523,  10,   3.3,   74.00,  13.4,   16.3, 1014.10,   2.0,    7.7,   10.3,   21.7,   6.2,   0,    .0,    7.100,   0,eor
      164,20070524,  10,   1.5,   68.00,  13.7,   17.9, 1011.10,   1.8,    6.6,    9.0,   24.5,   7.1,   6,   1.1,   11.300,   0,eor
      164,20070525,  10,   3.8,   66.00,  17.1,   22.7, 1000.90,   4.0,   16.2,   17.0,   31.0,  20.6,   6,  11.1,   10.300,   0,eor
      164,20070526,  10,   6.3,   86.00,  18.5,   18.7,  996.40,   2.2,   13.3,   14.2,   26.1,  22.5,   6,   2.0,    3.500,   0,eor
      164,20070527,  10,   6.0,   87.00,  18.3,   18.4,  991.80,   2.0,   12.8,   13.7,   24.8,   9.8,   6,   2.7,    3.600,   0,eor
      164,20070528,  10,   6.0,   84.00,  17.7,   18.6,  989.30,   2.4,   11.8,   13.3,   24.6,   8.9,   6,   3.6,    6.800,   0,eor
      164,20070529,  10,   6.3,   84.00,  18.5,   19.2,  990.00,   2.5,   14.1,   13.9,   27.2,  17.0,   6,    .5,    5.900,   0,eor
      164,20070530,  10,   6.6,   82.00,  12.0,   12.7, 1004.50,   4.0,    7.5,    9.4,   16.9,  12.2,   6,    .0,    1.800,   0,eor
      164,20070531,  10,   3.4,   74.00,  11.6,   14.2, 1008.90,   1.2,    6.4,    7.9,   19.0,   5.4,   0,    .0,    7.800,   0,eor
      164,20070601,  10,   5.8,   73.00,  12.9,   16.2, 1011.10,   2.5,    8.7,   10.2,   21.2,   8.8,   0,    .0,    8.100,   0,eor
      164,20070602,  10,   7.7,   89.00,  14.9,   14.7, 1014.60,   3.1,   11.9,   13.0,   16.4,   8.0,   6,    .0,     .200,   0,eor
