Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
      164,20070603,  10,   8.0,   89.00,  15.0,   14.9, 1015.50,   1.8,   13.2,   13.1,   17.3,   6.6,   6,    .0,     .000,   0,eor
      164,20070604,  10,   8.0,   86.00,  15.7,   16.0, 1015.60,   1.6,   14.3,   14.3,   18.7,   5.7,   6,   9.3,     .000,   0,eor
      164,20070605,  10,   6.8,   87.00,  17.5,   17.7, 1013.10,   2.0,   14.3,   14.4,   22.7,   6.5,   6,  14.2,    4.600,   0,eor
      164,20070606,  10,   4.4,   78.00,  18.3,   20.4, 1011.40,   1.5,   14.9,   16.0,   25.5,   7.5,   0,    .0,    6.200,   0,eor
      164,20070607,  10,   1.8,   78.00,  20.1,   21.8, 1011.30,  -999,   13.9,   15.3,   29.3,  11.7,   6,    .8,   11.100,   0,eor
      164,20070608,  10,   1.0,   68.00,  18.0,   22.8, 1012.10,-999,   13.2,   15.8,   28.9,   8.8,   0,    .0,   14.000,   0,eor
      164,20070609,  10,   2.8,   71.00,  17.2,   21.0, 1010.90,  -999,   13.9,   15.7,   29.6,  12.2,   6,    .9,   11.000,   0,eor
      164,20070610,  10,   2.0,   68.00,  16.0,   20.9, 1009.20,  -999,   12.4,   14.1,   27.9,   6.3,   0,    .0,   14.700,   0,eor
      164,20070611,  10,    .9,   57.00,  13.8,   21.6, 1006.50,   1.4,   11.2,   13.5,   29.0,   4.9,   0,    .0,   15.000,   0,eor
      164,20070612,  10,   2.6,   64.00,  16.3,   22.5, 1000.50,   2.4,   12.7,   15.1,   30.0,  14.2,   6,   1.7,   11.300,   0,eor
      164,20070613,  10,   5.9,   79.00,  17.4,   19.1, 1000.40,   2.3,   14.2,   16.0,   23.5,   8.4,   6,    .0,    3.500,   0,eor
      164,20070614,  10,   4.7,   78.00,  17.4,   19.6, 1000.50,   1.7,   12.3,   14.3,   26.4,  15.1,   6,  25.3,    7.500,   0,eor
      164,20070615,  10,   7.0,   85.00,  18.9,   19.2,  997.90,   2.4,   14.1,   14.2,   27.2,   7.2,   6,   6.2,    4.900,   0,eor
      164,20070616,  10,   5.3,   83.00,  16.7,   17.8,  997.50,   4.2,   13.3,   14.0,   21.7,  16.4,   6,   4.0,    5.700,   0,eor
      164,20070617,  10,   3.0,   68.00,  14.3,   18.8, 1001.10,   3.0,   12.1,   13.5,   23.7,  11.4,   0,    .0,    9.000,   0,eor
      164,20070618,  10,   6.8,   92.00,  17.2,   16.4, 1001.90,   1.2,   11.7,   13.4,   19.3,   8.7,   6,   7.6,     .500,   0,eor
      164,20070619,  10,   4.0,   76.00,  15.5,   18.1, 1008.40,   2.6,   12.6,   13.5,   23.8,  10.6,   0,    .0,    8.500,   0,eor
      164,20070620,  10,   5.4,   67.00,  16.2,   21.1, 1008.20,   2.6,   11.3,   12.4,   27.1,   8.3,   6,    .0,   10.500,   0,eor
      164,20070621,  10,   6.6,   83.00,  18.6,   19.5, 1002.80,   2.6,   14.0,   14.2,   24.8,  10.3,   6,  39.4,    2.800,   0,eor
      164,20070622,  10,   6.9,   76.00,  14.5,   17.1, 1001.90,   4.7,   13.1,   13.1,   22.1,  11.1,   6,   3.1,    6.800,   0,eor
      164,20070623,  10,   6.2,   85.00,  15.4,   16.0, 1000.90,   3.4,   11.5,   12.9,   19.6,  12.3,   6,   5.8,    4.000,   0,eor
      164,20070624,  10,   4.8,   78.00,  15.2,   17.5, 1005.80,   2.7,   10.8,   12.3,   22.7,  10.4,   6,    .1,    6.200,   0,eor
      164,20070625,  10,   5.3,   77.00,  17.2,   19.6,  998.40,   2.4,   11.8,   13.5,   26.8,  10.9,   6,   2.8,    6.400,   0,eor
      164,20070626,  10,   6.7,   75.00,  13.2,   15.7,  988.00,   6.4,   12.6,   13.1,   19.2,  23.7,   6,   4.4,    4.300,   0,eor
      164,20070627,  10,   7.3,   72.00,  10.5,   12.6,  991.90,   9.1,    9.2,   10.6,   16.4,  20.6,   6,   1.7,    3.800,   0,eor
      164,20070628,  10,   5.9,   76.00,  12.1,   14.1, 1000.20,   6.0,    8.8,   10.5,   18.6,  14.8,   6,    .0,    6.100,   0,eor
      164,20070629,  10,   5.0,   75.00,  12.5,   15.0, 1006.00,   3.2,    5.8,    8.4,   19.9,  10.8,   6,    .5,    6.100,   0,eor
      164,20070630,  10,   6.0,   75.00,  13.5,   15.9, 1005.40,   4.6,   11.5,   13.7,   19.3,  12.7,   6,    .3,    4.000,   0,eor
      164,20070701,  10,   6.5,   72.00,  14.2,   17.3, 1005.00,   2.0,    8.8,   10.6,   22.3,   5.5,   6,    .0,    3.000,   0,eor
      164,20070702,  10,   7.8,   83.00,  18.0,   18.9, 1000.50,   2.9,   14.9,   16.3,   21.2,   9.3,   6,   3.4,     .700,   0,eor
      164,20070703,  10,   7.0,   77.00,  15.4,   17.7,  997.90,   3.6,   11.4,   12.8,   23.2,  10.0,   6,    .1,    6.800,   0,eor
      164,20070704,  10,   7.4,   91.00,  14.5,   13.9,  994.60,   2.4,   10.7,   11.5,   16.0,  15.7,   6,  15.8,     .100,   0,eor
      164,20070705,  10,   7.8,   88.00,  14.5,   14.5,  995.90,   5.5,   12.1,   12.5,   18.5,  13.1,   6,   2.2,     .600,   0,eor
      164,20070706,  10,   7.2,   76.00,  13.7,   15.9,  996.50,   6.9,   12.6,   13.1,   19.4,  17.8,   6,   1.5,    4.100,   0,eor
      164,20070707,  10,   5.4,   80.00,  14.4,   15.8, 1001.40,   7.2,   12.5,   13.6,   19.7,  18.4,   6,    .7,    5.100,   0,eor
      164,20070708,  10,   3.8,   70.00,  12.5,   16.3, 1007.70,   4.9,    9.0,   11.4,   21.6,  12.4,   0,    .0,    9.000,   0,eor
      164,20070709,  10,   7.4,   77.00,  12.7,   14.8, 1004.60,   1.3,    7.9,   10.2,   20.6,   7.3,   6,   4.2,    1.100,   0,eor
      164,20070710,  10,   6.1,   81.00,  12.9,   14.2, 1002.40,   2.3,    9.2,   10.8,   19.3,   8.2,   6,   2.7,    3.200,   0,eor
      164,20070711,  10,   5.7,   84.00,  13.2,   13.8, 1002.90,   4.0,    9.3,   10.3,   19.2,  15.2,   6,   7.0,    6.400,   0,eor
      164,20070712,  10,   7.3,   85.00,  14.7,   15.2, 1004.30,   4.7,   12.8,   13.3,   18.6,  12.8,   6,   5.3,    2.100,   0,eor
      164,20070713,  10,   6.6,   86.00,  17.0,   17.3, 1007.70,   2.8,   12.7,   13.9,   21.4,   9.0,   6,   2.4,     .800,   0,eor
      164,20070714,  10,   4.3,   70.00,  18.7,   22.9, 1008.60,   2.7,   12.9,   14.7,   29.0,  10.1,   0,    .0,   13.400,   0,eor
      164,20070715,  10,   2.3,   68.00,  20.2,   24.2, 1010.20,   1.6,   15.6,   17.0,   31.2,   5.8,   0,    .0,   12.600,   0,eor
      164,20070716,  10,    .5,   56.00,  19.6,   27.6, 1005.70,   2.1,   17.9,   19.9,   35.7,   7.9,   6,   1.7,   14.700,   0,eor
      164,20070717,  10,   3.8,   68.00,  19.1,   23.1, 1007.90,   3.3,   14.5,   16.1,   27.7,  19.8,   6,    .6,    8.000,   0,eor
      164,20070718,  10,   3.5,   71.00,  17.4,   21.1, 1011.30,   2.3,   13.4,   14.8,   27.2,  12.4,   6,    .0,    8.700,   0,eor
      164,20070719,  10,   6.0,   65.00,  15.2,   20.5, 1012.50,   1.9,   14.7,   15.6,   25.6,   6.0,   6,    .4,    9.800,   0,eor
      164,20070720,  10,   6.2,   69.00,  16.8,   21.0, 1009.90,   2.8,   16.5,   16.9,   27.0,  10.3,   6,    .0,    6.200,   0,eor
      164,20070721,  10,   5.0,   73.00,  17.3,   20.6, 1008.70,   2.2,   14.7,   15.7,   26.7,   7.4,   6,    .0,    6.700,   0,eor
      164,20070722,  10,   6.3,   90.00,  16.7,   16.2, 1001.50,   4.3,   12.5,   13.6,   17.6,  12.3,   6,  37.9,    1.300,   0,eor
      164,20070723,  10,   4.0,   70.00,  14.1,   17.9, 1000.10,   3.5,   12.1,   13.1,   22.9,  10.3,   6,    .0,   11.400,   0,eor
      164,20070724,  10,   7.1,   75.00,  15.3,   18.1,  992.40,   4.3,   14.2,   14.3,   22.7,  18.9,   6,   6.1,    3.300,   0,eor
      164,20070725,  10,   4.8,   77.00,  14.3,   16.5, 1002.60,   5.8,   11.3,   13.8,   20.9,  17.6,   6,    .0,    6.500,   0,eor
      164,20070726,  10,   4.5,   66.00,  15.1,   20.0, 1005.00,   3.0,   10.7,   12.9,   25.4,   9.9,   6,    .0,    9.800,   0,eor
      164,20070727,  10,   5.1,   60.00,  13.7,   19.8, 1003.20,   5.3,   13.2,   14.9,   22.8,  15.2,   6,    .1,    8.000,   0,eor
      164,20070728,  10,   6.8,   77.00,  14.7,   16.8, 1004.20,   3.6,   11.4,   13.4,   20.4,  13.4,   6,    .4,    1.100,   0,eor
      164,20070729,  10,   7.0,   82.00,  13.6,   14.8, 1002.10,   4.0,   11.4,   11.7,   18.7,  10.2,   6,   7.5,    4.400,   0,eor
      164,20070730,  10,   7.0,   77.00,  11.8,   13.5, 1001.40,   7.0,   10.5,   11.3,   16.5,  17.9,   6,    .0,    3.000,   0,eor
      164,20070731,  10,   5.7,   76.00,  11.9,   13.9, 1006.50,   5.5,    8.4,   10.4,   16.9,  13.5,   6,    .0,     .800,   0,eor
      164,20070801,  10,   4.5,   75.00,  12.4,   14.6, 1011.30,   3.1,    8.5,   10.3,   20.1,   9.4,   0,    .0,    5.500,   0,eor
      164,20070802,  10,   5.8,   67.00,  13.3,   17.9, 1004.70,   3.3,    7.0,    9.6,   23.8,  12.3,   6,    .4,    8.000,   0,eor
      164,20070803,  10,   5.6,   75.00,  13.9,   16.4, 1010.00,   5.1,    9.4,   11.4,   21.4,  13.0,   0,    .0,    4.900,   0,eor
      164,20070804,  10,   1.6,   71.00,  13.0,   16.5, 1016.60,   2.7,    8.4,   10.1,   23.7,   8.8,   0,    .0,   12.100,   0,eor
      164,20070805,  10,   1.3,   66.00,  13.6,   18.9, 1014.30,   1.3,    9.2,   10.6,   26.1,   6.4,   0,    .0,   14.400,   0,eor
      164,20070806,  10,   3.2,   67.00,  14.4,   19.3, 1008.70,   2.8,    9.0,   11.0,   25.6,   9.6,   0,    .0,   11.900,   0,eor
      164,20070807,  10,   3.3,   68.00,  16.9,   21.8, 1005.10,   2.3,   11.3,   13.3,   28.9,   8.0,   0,    .0,   13.000,   0,eor
      164,20070808,  10,   4.2,   70.00,  18.0,   22.2, 1003.30,   2.0,   14.5,   15.9,   29.8,   7.5,   0,    .0,    9.700,   0,eor
      164,20070809,  10,   2.0,   71.00,  18.6,   22.7, 1003.70,   3.1,   14.3,   16.0,   30.4,  10.0,   0,    .0,   11.400,   0,eor
      164,20070810,  10,   7.7,   90.00,  21.3,   20.4, 1002.40,   1.7,   18.1,   18.6,   24.9,   5.3,   6,   5.0,     .300,   0,eor
      164,20070811,  10,   7.7,   93.00,  21.3,   19.7, 1000.90,   2.0,   17.4,   18.0,   23.7,   7.9,   6,  13.4,     .900,   0,eor
      164,20070812,  10,   8.0,   95.00,  19.0,   17.5, 1001.80,   3.3,   14.9,   15.5,   18.8,   7.6,   6,    .5,     .000,   0,eor
      164,20070813,  10,   4.0,   77.00,  16.6,   19.0, 1003.80,   1.4,   11.5,   13.2,   24.8,   4.6,   6,    .0,    9.600,   0,eor
      164,20070814,  10,   1.8,   71.00,  15.1,   19.2, 1005.60,   1.6,   12.0,   14.0,   24.5,   6.0,   0,    .0,   10.700,   0,eor
      164,20070815,  10,   6.4,   71.00,  18.2,   21.4,  999.80,   4.1,   13.8,   15.5,   27.2,  11.9,   6,   4.5,    4.700,   0,eor
      164,20070816,  10,   5.7,   80.00,  19.0,   20.1, 1000.30,   4.1,   11.9,   13.9,   23.5,  12.9,   6,   4.2,    1.900,   0,eor
      164,20070817,  10,   3.5,   73.00,  12.7,   15.5, 1009.70,   3.3,    8.7,   11.2,   20.6,  10.7,   0,    .0,    5.900,   0,eor
      164,20070818,  10,   3.3,   71.00,  12.6,   15.8, 1011.40,   1.7,    8.5,   10.0,   21.5,   6.3,   0,    .0,    8.000,   0,eor
      164,20070819,  10,   3.2,   68.00,  14.0,   18.4, 1006.60,   2.6,    8.4,   10.4,   25.4,   8.8,   6,    .0,    8.700,   0,eor
      164,20070820,  10,   6.5,   79.00,  17.6,   19.2, 1000.80,   2.7,   13.9,   15.2,   23.4,   8.9,   6,  52.8,    4.500,   0,eor
      164,20070821,  10,   6.0,   86.00,  18.6,   18.8,  998.20,   3.9,   12.8,   14.6,   23.3,  12.6,   6,    .6,    2.900,   0,eor
      164,20070822,  10,   5.0,   87.00,  17.1,   17.4, 1003.60,   1.1,   11.4,   13.1,   22.1,   9.5,   6,    .3,    4.400,   0,eor
      164,20070823,  10,   3.5,   79.00,  16.7,   18.9, 1008.30,   1.4,   10.8,   12.1,   26.1,   5.1,   6,    .2,    9.300,   0,eor
      164,20070824,  10,   5.2,   81.00,  18.4,   19.6, 1014.10,   3.0,   14.1,   16.4,   24.2,   9.5,   6,   1.5,    5.300,   0,eor
      164,20070825,  10,   3.0,   78.00,  17.0,   19.1, 1017.60,   3.5,   12.3,   14.7,   23.4,  11.1,   0,    .0,    8.800,   0,eor
      164,20070826,  10,   4.2,   75.00,  15.5,   18.1, 1015.40,   4.5,   10.5,   12.2,   23.0,  14.6,   0,    .0,    9.000,   0,eor
      164,20070827,  10,   5.4,   74.00,  11.8,   14.2, 1012.40,   4.9,    9.4,   10.6,   18.6,  11.1,   0,    .0,    3.300,   0,eor
      164,20070828,  10,   3.5,   70.00,  10.4,   13.3, 1010.60,   4.4,    5.2,    8.2,   18.1,  14.1,   0,    .0,   10.100,   0,eor
      164,20070829,  10,   4.4,   72.00,  10.0,   12.3, 1010.30,   2.6,    4.9,    6.9,   18.2,   7.4,   0,    .0,    8.300,   0,eor
      164,20070830,  10,   6.3,   79.00,  11.9,   13.1, 1007.70,   4.4,    7.0,    8.6,   16.8,  11.4,   6,    .9,    4.300,   0,eor
      164,20070831,  10,   7.5,   86.00,  14.0,   14.3, 1005.40,   4.5,   12.0,   12.9,   16.3,  10.8,   6,   1.2,     .100,   0,eor
      164,20070901,  10,   7.3,   81.00,  13.5,   14.7, 1007.90,   4.4,   11.5,   12.7,   18.1,  11.9,   6,    .2,     .900,   0,eor
      164,20070902,  10,   7.2,   75.00,  13.7,   16.1, 1007.20,   4.1,   12.8,   12.8,   19.9,  11.9,   6,   3.7,    2.600,   0,eor
      164,20070903,  10,   6.3,   86.00,  13.2,   13.3, 1000.90,   3.9,    8.1,    9.0,   17.0,  11.4,   6,  12.6,    2.600,   0,eor
      164,20070904,  10,   4.6,   85.00,   9.9,    9.4, 1007.40,   4.5,    5.4,    6.7,   15.2,  13.7,   8,   3.8,    5.000,   0,eor
      164,20070905,  10,   1.8,   76.00,   9.9,   11.2, 1016.80,   3.3,    3.7,    5.9,   17.8,   9.9,   6,    .0,    9.700,   0,eor
      164,20070906,  10,   3.5,   86.00,  12.0,   11.9, 1015.50,   2.8,    2.7,    6.0,   16.8,   9.0,   6,    .0,    4.200,   0,eor
      164,20070907,  10,   4.5,   82.00,  13.1,   14.2, 1013.60,   4.6,    6.5,    9.1,   19.5,  11.2,   6,    .0,    5.600,   0,eor
      164,20070908,  10,   7.4,   84.00,  14.2,   14.8, 1008.60,   4.7,   12.5,   13.3,   17.2,  12.7,   6,    .1,     .200,   0,eor
      164,20070909,  10,   3.9,   73.00,  11.8,   14.2, 1005.30,   6.2,    9.0,   10.7,   19.2,  15.2,   6,    .3,    5.400,   0,eor
      164,20070910,  10,   7.3,   90.00,  12.2,   11.5,  999.80,   4.6,    8.8,    9.5,   14.6,  12.0,   6,  10.0,    1.000,   0,eor
      164,20070911,  10,   5.5,   82.00,  12.2,   13.0, 1006.70,   3.5,    8.6,    9.5,   17.9,   8.3,   0,    .0,    6.200,   0,eor
      164,20070912,  10,   6.6,   85.00,  12.9,   13.3, 1014.80,   4.1,    8.7,   10.4,   15.5,   9.7,   6,    .0,     .500,   0,eor
      164,20070913,  10,   5.1,   76.00,  10.6,   12.1, 1016.90,   3.0,    3.4,    6.0,   16.7,   7.6,   6,    .0,    4.100,   0,eor
      164,20070914,  10,   6.4,   78.00,  11.3,   12.6, 1009.40,   3.6,    4.2,    6.1,   17.9,  13.5,   6,    .0,    3.200,   0,eor
      164,20070915,  10,   3.1,   66.00,   9.1,   11.9, 1011.10,   6.7,    7.9,    9.1,   15.2,  16.9,   6,    .0,    6.700,   0,eor
      164,20070916,  10,   3.3,   70.00,  10.8,   13.6, 1009.30,   3.6,    9.0,    9.5,   19.0,   9.5,   0,    .0,    9.700,   0,eor
      164,20070917,  10,   5.3,   76.00,  14.3,   16.8, 1001.10,   3.2,    8.8,   11.4,   22.7,  11.7,   6,   3.0,    6.400,   0,eor
      164,20070918,  10,   5.9,   89.00,  12.3,   11.6, 1001.10,   4.0,    5.5,    6.8,   14.5,  12.1,   6,   8.0,     .900,   0,eor
      164,20070919,  10,   2.3,   77.00,   9.1,    9.6, 1013.20,   4.9,    4.7,    5.7,   14.1,  11.0,   0,    .0,    6.700,   0,eor
      164,20070920,  10,   5.0,   76.00,  10.9,   12.3, 1013.80,   4.3,    3.8,    6.2,   17.8,  10.8,   6,    .3,    6.800,   0,eor
      164,20070921,  10,   6.0,   72.00,  11.8,   14.7, 1015.00,   3.5,    8.6,   10.7,   19.8,   9.4,   0,    .0,    5.100,   0,eor
      164,20070922,  10,   4.8,   80.00,  13.1,   14.6, 1015.00,   2.3,    5.5,    9.0,   21.2,   8.5,   0,    .0,    6.700,   0,eor
      164,20070923,  10,   2.0,   78.00,  13.6,   15.8, 1017.00,   1.5,    7.7,   10.1,   22.4,   6.2,   0,    .0,   10.200,   0,eor
      164,20070924,  10,    .3,   67.00,  12.0,   16.6, 1009.90,   3.6,    9.6,   11.2,   23.5,  11.2,   6,    .0,   11.000,   0,eor
      164,20070925,  10,   7.0,   87.00,  12.3,   12.1, 1005.90,   2.4,    8.2,    9.4,   14.3,   9.8,   6,   1.5,     .600,   0,eor
      164,20070926,  10,   5.2,   82.00,  11.3,   11.9, 1007.60,   1.6,    6.4,    8.2,   17.5,   5.8,   6,    .1,    7.800,   0,eor
      164,20070927,  10,   7.8,   89.00,  13.2,   12.7, 1006.10,   4.5,    6.9,    8.9,   15.4,  12.6,   6,  11.3,     .100,   0,eor
      164,20070928,  10,   7.0,   90.00,  14.8,   14.6,  999.20,   5.3,   10.0,   11.2,   17.7,  12.7,   6,  11.5,    1.400,   0,eor
      164,20070929,  10,   7.8,   90.00,  12.5,   11.9,  999.40,   4.8,    9.7,    9.8,   13.8,  14.0,   6,   3.9,     .000,   0,eor
      164,20070930,  10,   7.3,   82.00,  12.3,   13.0, 1014.10,   3.8,    6.4,    9.4,   15.7,  10.7,   6,    .0,     .500,   0,eor
      164,20071001,  10,   6.9,   86.00,  12.2,   12.2, 1019.50,   1.2,    5.2,    8.5,   16.4,   3.8,   6,   1.5,    2.800,   0,eor
      164,20071002,  10,   7.3,   89.00,  12.4,   12.0, 1015.60,    .8,    6.0,    8.5,   15.1,   4.7,   0,    .0,     .400,   0,eor
      164,20071003,  10,   4.3,   83.00,  10.0,   10.3, 1016.20,    .6,    3.4,    5.8,   16.4,   4.1,   0,    .0,   10.400,   0,eor
      164,20071004,  10,   6.7,   87.00,  11.4,   11.1, 1014.10,   1.6,    2.4,    4.4,   16.2,   7.4,   6,    .3,    2.000,   0,eor
      164,20071005,  10,   5.1,   90.00,  12.2,   11.5, 1015.80,   2.6,    3.1,    6.6,   16.3,   7.1,   6,    .0,    2.500,   0,eor
      164,20071006,  10,   2.6,   86.00,   9.8,    9.0, 1018.70,   1.8,    2.1,    4.4,   15.5,   5.8,   0,    .0,    4.000,   0,eor
      164,20071007,  10,   6.1,   83.00,  10.5,   10.6, 1016.20,   2.0,    3.3,    6.4,   16.2,   5.5,   0,    .0,    4.000,   0,eor
      164,20071008,  10,   6.0,   82.00,   9.5,    9.3, 1014.90,   2.6,    2.7,    5.7,   14.6,   8.7,   0,    .0,    3.100,   0,eor
      164,20071009,  10,   7.7,   73.00,   8.2,    8.8, 1019.70,   1.8,    3.3,    5.7,   10.7,   5.6,   0,    .0,     .000,   0,eor
      164,20071010,  10,   6.0,   73.00,   7.7,    7.9, 1019.70,   1.3,    1.0,    4.2,   11.6,   4.5,   6,    .0,    2.900,   0,eor
      164,20071011,  10,   7.4,   79.00,   9.0,    8.9, 1018.40,   2.4,    3.4,    5.5,   12.9,   8.4,   6,    .5,    2.800,   0,eor
      164,20071012,  10,   7.1,   84.00,  11.2,   11.3, 1009.80,   5.3,    4.6,    7.2,   14.4,  16.9,   6,    .1,     .900,   0,eor
      164,20071013,  10,   2.6,   77.00,   7.4,    6.6, 1021.70,   1.3,   -1.4,     .9,   11.1,   4.7,   0,    .0,    9.100,   0,eor
      164,20071014,  10,   1.0,   78.00,   6.8,    5.6, 1020.90,   1.6,   -2.7,    -.4,   12.3,   5.6,   0,    .0,    9.900,   0,eor
      164,20071015,  10,    .5,   70.00,   7.6,    8.6, 1011.60,   2.7,   -1.0,    1.5,   16.8,   7.0,   0,    .0,    9.800,   0,eor
      164,20071016,  10,   5.0,   80.00,  10.9,   11.6, 1010.80,   2.7,    2.6,    6.3,   16.8,   8.3,   0,    .0,    1.500,   0,eor
      164,20071017,  10,   5.3,   81.00,  11.8,   12.7, 1006.30,   4.1,    6.9,    8.5,   18.1,  12.4,   6,   2.7,    5.900,   0,eor
      164,20071018,  10,   5.4,   83.00,   9.0,    8.1, 1011.10,   5.3,    2.8,    4.4,   11.4,  12.8,   6,    .4,    3.400,   0,eor
      164,20071019,  10,   3.6,   79.00,   6.6,    4.8, 1020.30,   4.3,   -2.4,     .4,    9.5,  14.1,   6,   1.3,    6.600,   0,eor
      164,20071020,  10,   5.2,   84.00,   7.1,    4.8, 1025.70,   3.5,   -2.2,     .1,    9.8,   9.9,   6,    .4,    3.300,   0,eor
      164,20071021,  10,   5.1,   87.00,   7.0,    3.8, 1023.30,   3.7,   -4.6,   -1.2,    6.0,  11.1,   0,    .0,    2.600,   0,eor
      164,20071022,  10,   3.4,   89.00,   6.1,    1.6, 1025.40,   1.8,   -6.6,   -3.1,    5.9,   5.2,   0,    .0,    2.200,   0,eor
      164,20071023,  10,   4.9,   84.00,   6.8,    4.0, 1021.70,   3.9,   -4.5,   -2.1,    8.8,  11.7,   0,    .0,    3.200,   0,eor
      164,20071024,  10,   8.0,   85.00,   8.5,    6.8, 1020.60,   3.8,    4.5,    5.1,    8.2,   9.1,   0,    .0,     .000,   0,eor
      164,20071025,  10,   8.0,   86.00,   8.7,    7.2, 1020.30,   2.9,    6.1,    6.5,    8.5,   6.4,   6,    .0,     .000,   0,eor
      164,20071026,  10,   7.6,   85.00,   9.1,    8.0, 1018.90,   3.1,    6.1,    6.3,   11.3,   7.3,   6,    .3,     .900,   0,eor
      164,20071027,  10,   7.8,   94.00,  10.1,    8.0, 1019.60,   1.0,    1.7,    6.5,    9.5,   3.4,   6,    .1,     .000,   0,eor
      164,20071028,  10,   3.6,   90.00,   9.1,    7.1, 1018.50,   3.2,    2.1,    4.2,    9.2,   8.6,   0,    .0,    3.300,   0,eor
      164,20071029,  10,   4.8,   85.00,   8.4,    6.9, 1008.00,   3.2,     .5,    2.4,   12.1,  11.0,   6,    .0,    3.800,   0,eor
      164,20071030,  10,   7.0,   93.00,   9.7,    7.5, 1006.80,   2.5,    3.4,    5.6,    8.9,   7.3,   6,    .5,     .000,   0,eor
      164,20071031,  10,   6.0,   86.00,   9.1,    8.0, 1018.80,   4.3,    3.1,    4.6,   10.3,  10.5,   0,    .0,    4.200,   0,eor
      164,20071101,  10,   8.0,   83.00,  10.3,   10.1, 1020.20,   4.8,    8.1,    8.9,   11.2,  10.1,   6,    .1,     .000,   0,eor
      164,20071102,  10,   7.0,   94.00,  11.7,   10.0, 1021.20,   2.4,    1.8,    4.9,   12.8,   7.5,   6,    .7,     .000,   0,eor
      164,20071103,  10,   6.3,   90.00,  10.8,    9.6, 1014.50,   4.9,    3.4,    6.0,   12.7,  12.2,   6,    .3,     .000,   0,eor
      164,20071104,  10,   4.7,   83.00,   8.6,    7.4, 1015.80,   4.4,   -1.6,    1.6,   11.3,  10.6,   6,    .0,    3.000,   0,eor
      164,20071105,  10,   5.4,   96.00,   7.0,    2.5, 1019.60,   3.1,   -3.8,    -.9,    5.5,   9.5,   6,   4.9,     .300,   0,eor
      164,20071106,  10,   5.2,   89.00,   7.8,    5.0, 1005.90,   6.6,     .8,    2.0,    8.5,  17.7,   6,   4.1,    2.800,   0,eor
      164,20071107,  10,   5.7,   89.00,   8.2,    5.7, 1000.60,   7.6,     .5,    1.8,    9.4,  17.0,   6,   7.0,     .700,   0,eor
      164,20071108,  10,   5.7,   83.00,   8.8,    7.7, 1000.00,   5.8,    3.7,    5.3,   10.3,  12.3,   6,   4.1,    3.100,   0,eor
      164,20071109,  10,   6.3,   87.00,   7.7,    5.1,  991.00,   7.4,    1.4,    2.6,    8.8,  18.7,   6,   3.2,     .900,   0,eor
      164,20071110,  10,   1.3,   84.00,   6.1,    2.3,  996.80,   6.8,   -1.0,     .3,    5.5,  13.6,   6,    .0,    4.900,   0,eor
      164,20071111,  10,   5.6,   94.00,   6.4,    1.5,  993.80,   4.2,   -1.4,    -.1,    3.2,  10.7,   8,   2.5,     .000,   0,eor
      164,20071112,  10,   6.0,   90.00,   6.3,    2.0,  999.30,   5.0,   -1.8,    -.5,    5.4,  11.1,   6,    .0,    1.700,   0,eor
      164,20071113,  10,   5.8,   87.00,   6.1,    1.9,  998.30,   5.7,   -2.4,    -.6,    4.8,  13.5,   6,    .0,     .400,   0,eor
      164,20071114,  10,   7.7,   92.00,   6.1,    1.1, 1000.60,   3.4,   -1.0,    -.3,    3.1,   8.5,   8,    .1,     .100,   0,eor
      164,20071115,  10,   6.3,   89.00,   6.0,    1.4, 1014.60,   2.9,   -3.7,   -1.7,    4.4,   7.1,   6,    .0,    2.500,   0,eor
      164,20071116,  10,   6.5,   91.00,   5.9,     .7, 1017.00,   3.6,   -6.2,   -3.0,    4.0,   9.4,   8,    .2,     .000,   0,eor
      164,20071117,  10,   8.0,   95.00,   8.7,    5.7, 1015.40,   3.1,    3.7,    4.0,    7.1,   7.0,   6,   1.0,     .000,   0,eor
      164,20071118,  10,   7.8,   93.00,   7.6,    4.1, 1012.60,   2.8,     .3,     .3,    5.9,   9.5,   6,    .0,     .000,   0,eor
      164,20071119,  10,   8.0,   91.00,   6.0,    1.0, 1010.80,   5.0,    -.3,    -.2,    2.0,  10.6,   0,    .0,     .000,   0,eor
      164,20071120,  10,   8.0,   94.00,   6.3,    1.3, 1011.60,   3.2,     .7,     .7,    2.2,   7.7,   0,    .0,     .000,   0,eor
      164,20071121,  10,   7.6,   97.00,   6.2,     .7, 1006.70,   3.3,    -.9,    -.5,    2.7,   7.5,   0,    .0,     .700,   0,eor
      164,20071122,  10,   6.8,   89.00,   7.0,    3.3, 1003.30,   2.8,   -1.1,     .1,    5.8,   8.0,   6,    .0,     .400,   0,eor
      164,20071123,  10,   7.4,   92.00,   8.1,    5.2, 1004.40,   2.6,    1.0,    3.3,    7.2,   5.7,   6,    .6,     .000,   0,eor
